customer_id,tenure,monthly_charges,total_charges,support_calls,contract_type,internet_service,payment_method,churn
CUST-0035,18,89.4017414105742,1712.0482126119302,3,Two year,No,Electronic check,0
CUST-0036,4,38.275116598743594,31.929987673800383,1,Two year,Fiber optic,Bank transfer (automatic),0
CUST-0037,60,51.90450743322398,3028.9342066040676,1,Two year,Fiber optic,Mailed check,0
CUST-0038,14,61.551406306206594,889.4033033154759,2,Two year,DSL,Credit card (automatic),0
CUST-0039,9,110.80150893749742,1020.5910090611311,4,Month-to-month,Fiber optic,Mailed check,1
CUST-0040,53,44.25782660738251,2342.0462133226556,2,Month-to-month,Fiber optic,Electronic check,1
CUST-0041,2,29.130880254467023,92.07172536795304,2,Month-to-month,Fiber optic,Electronic check,1
CUST-0042,60,51.86896039905236,3140.522720971571,4,Month-to-month,DSL,Bank transfer (automatic),1
CUST-0043,71,30.467597053553334,2163.203402291587,2,Month-to-month,No,Mailed check,0
CUST-0044,44,32.85964859605525,1459.2363729889523,2,Two year,DSL,Electronic check,0
CUST-0045,8,77.38505979750266,462.0418003806868,3,Two year,DSL,Mailed check,0
CUST-0046,47,26.09019330994933,1219.5807378620013,0,One year,DSL,Electronic check,0
CUST-0047,35,23.093088139356603,805.8734253212292,2,One year,Fiber optic,Mailed check,0
CUST-0048,36,91.44141014704978,3387.532244099543,1,One year,No,Electronic check,0
CUST-0049,50,56.16470948410445,2766.9516547967633,1,Month-to-month,DSL,Credit card (automatic),0
CUST-0050,4,32.53753492338733,128.35686735015733,3,Two year,Fiber optic,Electronic check,0
CUST-0051,2,45.361277085970826,161.9042719869003,1,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0052,6,84.2086507352399,533.2575416136477,2,One year,No,Mailed check,0
CUST-0053,54,47.553656714085115,2569.1557083785574,1,Month-to-month,Fiber optic,Electronic check,1
CUST-0054,4,69.45211251204078,325.9244929714156,3,Two year,No,Credit card (automatic),0
CUST-0055,54,32.16953067266723,1697.5185114483784,2,One year,Fiber optic,Bank transfer (automatic),0
CUST-0056,63,78.8093637605447,5051.255346905655,2,One year,DSL,Electronic check,0
CUST-0057,18,51.607768384326405,961.0646038668549,1,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0058,44,82.69684345287165,3557.362923743207,1,Month-to-month,No,Credit card (automatic),0
CUST-0059,34,100.8394882304023,3398.282090760466,1,One year,DSL,Credit card (automatic),0
CUST-0060,62,81.16464193899924,4924.331157044518,4,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0061,14,49.57475625950207,733.8351572513765,1,Two year,Fiber optic,Bank transfer (automatic),1
CUST-0062,48,45.57437015483004,2215.7452338912726,1,Two year,Fiber optic,Electronic check,0
CUST-0063,15,52.7420958733448,768.1176560177571,1,Month-to-month,No,Credit card (automatic),0
CUST-0064,62,36.462051323650485,2320.6650366707136,2,Month-to-month,DSL,Electronic check,0
CUST-0065,40,38.117185085002006,1520.5109851005277,4,Two year,No,Electronic check,0
CUST-0066,53,99.06911019001679,5381.832107360636,1,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0067,24,58.4732576507445,1343.3864162657783,2,Month-to-month,DSL,Electronic check,1
CUST-0068,26,63.59951805705858,1685.6719681153152,2,Month-to-month,No,Mailed check,0
CUST-0069,60,79.40494655668111,4744.426702520691,2,Month-to-month,DSL,Mailed check,0
CUST-0070,41,78.96534951515477,3203.727279255113,2,Month-to-month,Fiber optic,Credit card (automatic),1
CUST-0071,29,26.737687152192574,766.7397357551794,2,Month-to-month,DSL,Mailed check,0
CUST-0072,15,103.15407863376656,1565.6612886688215,3,One year,DSL,Mailed check,0
CUST-0073,45,37.73265532239394,1700.8844553901968,4,One year,DSL,Electronic check,0
CUST-0074,65,92.30716360496689,6033.849773243805,2,One year,Fiber optic,Electronic check,0
CUST-0075,71,97.26709881281666,6936.312820329016,2,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0076,9,91.48995340913137,895.980796895134,5,Two year,No,Mailed check,0
CUST-0077,1,77.89776465541452,17.836982448460056,4,One year,Fiber optic,Electronic check,1
CUST-0078,8,21.460899710888285,93.82069787502085,4,Month-to-month,Fiber optic,Mailed check,1
CUST-0079,63,56.03754923631707,3526.9773012798605,3,One year,DSL,Electronic check,0
CUST-0080,11,80.48394293625812,845.6431606376698,4,Month-to-month,DSL,Bank transfer (automatic),1
CUST-0081,8,58.74512959225387,513.6581507616288,1,Month-to-month,No,Electronic check,0
CUST-0082,35,106.34798949128131,3668.78827858095,1,Two year,Fiber optic,Electronic check,0
CUST-0083,35,50.880227534961534,1753.3266210493534,2,Month-to-month,DSL,Mailed check,0
CUST-0084,33,49.35347924586604,1612.0475188166645,2,One year,Fiber optic,Credit card (automatic),0
CUST-0085,5,46.599769309265795,321.27535048186263,3,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0086,41,53.27808689607955,2289.783129174392,0,Two year,Fiber optic,Mailed check,0
CUST-0087,28,75.74049643141872,2063.663782506598,2,Month-to-month,DSL,Electronic check,0
CUST-0088,7,90.70152942725908,525.1248156604041,4,Month-to-month,DSL,Bank transfer (automatic),1
CUST-0089,12,86.2567917738785,1006.3825116143789,2,One year,Fiber optic,Credit card (automatic),0
CUST-0090,34,100.77178199814796,3424.3940255507787,3,One year,Fiber optic,Bank transfer (automatic),0
CUST-0091,33,108.59139954974249,3581.440148976921,2,One year,DSL,Electronic check,1
CUST-0092,48,101.60790423433512,4872.969152825957,2,One year,Fiber optic,Credit card (automatic),0
CUST-0093,23,21.89454033743546,544.3697520044848,1,Month-to-month,Fiber optic,Mailed check,0
CUST-0094,62,93.59179535519887,5782.551059295819,2,Month-to-month,DSL,Electronic check,0
CUST-0095,37,40.839957361833164,1521.7459187634836,2,One year,Fiber optic,Mailed check,1
CUST-0096,44,33.292804270798264,1497.1174491793713,1,One year,DSL,Electronic check,0
CUST-0097,35,83.84887847991355,2945.68164679082,1,Month-to-month,DSL,Electronic check,0
CUST-0098,65,51.97431954076949,3412.116146075441,3,One year,Fiber optic,Credit card (automatic),0
CUST-0099,47,25.711716337044326,1123.0543164171188,4,Two year,No,Mailed check,0
CUST-0100,3,33.76297343983614,107.01322823987041,1,Two year,DSL,Bank transfer (automatic),0
CUST-0101,1,20.092941686996106,31.58263876472391,3,Month-to-month,Fiber optic,Credit card (automatic),1
CUST-0102,5,110.32236273447073,543.3324385985518,3,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0103,14,22.46179838412386,284.58239593119623,1,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0104,27,40.94557695095111,1128.5898039728872,2,Month-to-month,DSL,Credit card (automatic),1
CUST-0105,9,61.62627806879073,560.7836541884784,3,Month-to-month,DSL,Mailed check,1
CUST-0106,15,55.65713259508191,832.2273443764866,0,Month-to-month,No,Electronic check,0
CUST-0107,42,111.17258769127757,4652.8291411573,2,Month-to-month,No,Credit card (automatic),0
CUST-0108,51,24.02889457345421,1211.0115626524537,1,Month-to-month,DSL,Electronic check,0
CUST-0109,63,71.22147076770516,4448.683465409385,1,Month-to-month,DSL,Electronic check,0
CUST-0110,52,88.0479462524374,4554.7130675351145,3,Month-to-month,Fiber optic,Electronic check,0
CUST-0111,4,113.16979736811687,405.7160772528748,4,Month-to-month,No,Bank transfer (automatic),0
CUST-0112,23,82.0371252123721,1867.494731954351,3,Month-to-month,Fiber optic,Credit card (automatic),1
CUST-0113,15,100.37552360117627,1523.8486751471394,2,Month-to-month,DSL,Mailed check,0
CUST-0114,43,28.37249378453484,1261.003606996588,3,Two year,Fiber optic,Electronic check,0
CUST-0115,29,58.59395109369274,1696.6642655169812,4,Two year,Fiber optic,Mailed check,0
CUST-0116,36,57.394713447906746,2062.2667412974183,2,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0117,13,108.62882164557176,1419.3722460362853,3,Two year,Fiber optic,Electronic check,1
CUST-0118,32,35.137117126327496,1173.555409533783,0,Month-to-month,Fiber optic,Mailed check,1
CUST-0119,71,35.188617233663024,2487.1419271745135,2,One year,Fiber optic,Bank transfer (automatic),0
CUST-0120,59,52.855814988579844,3141.6390804976018,3,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0121,28,25.446604736683756,731.033776205258,1,Two year,DSL,Bank transfer (automatic),0
CUST-0122,66,38.245804065249004,2493.0447920735337,1,Month-to-month,Fiber optic,Electronic check,0
CUST-0123,42,116.52096385457352,4929.214977248207,3,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0124,45,62.81839398671728,2723.21901075596,0,Month-to-month,No,Electronic check,0
CUST-0125,62,83.20192084224364,5211.60601777948,3,Two year,DSL,Mailed check,0
CUST-0126,57,92.6111259344637,5219.128343763448,2,Month-to-month,Fiber optic,Mailed check,0
CUST-0127,6,56.69614070072005,333.225438168641,2,Month-to-month,Fiber optic,Electronic check,0
CUST-0128,28,34.722707441051696,1013.684430388142,1,Month-to-month,Fiber optic,Electronic check,0
CUST-0129,28,40.65810162217808,1117.0756857231904,1,Two year,No,Electronic check,0
CUST-0130,44,51.326647658061034,2270.0810995241586,0,Month-to-month,Fiber optic,Mailed check,0
CUST-0131,30,83.60684203522257,2550.4633010019866,3,One year,DSL,Electronic check,0
CUST-0132,62,59.82805490890544,3801.7503948921667,0,Month-to-month,Fiber optic,Electronic check,1
CUST-0133,62,20.681469790012812,1281.49880255153,0,One year,Fiber optic,Electronic check,0
CUST-0134,1,72.34071850674718,81.33031627145127,3,Month-to-month,DSL,Mailed check,1
CUST-0135,27,112.1513391907418,3030.1093078311897,5,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0136,62,101.2077611008679,6263.818033665424,1,Two year,Fiber optic,Mailed check,0
CUST-0137,3,102.52113712596311,240.27703749742562,3,One year,No,Bank transfer (automatic),0
CUST-0138,70,99.50580176061311,6909.36547339878,3,Two year,Fiber optic,Bank transfer (automatic),0
CUST-0139,27,52.37308256104237,1413.3591761075008,1,Two year,DSL,Credit card (automatic),0
CUST-0140,9,96.5193833754392,885.7290467134503,3,Month-to-month,Fiber optic,Electronic check,1
CUST-0141,62,34.3161357811193,2190.6717415658063,0,One year,No,Mailed check,0
CUST-0142,37,85.77161472759535,3163.0636212912614,2,Two year,DSL,Bank transfer (automatic),0
CUST-0143,51,84.15685666849944,4368.433259341144,1,Month-to-month,Fiber optic,Mailed check,0
CUST-0144,44,22.556979908973467,932.281730431021,0,Month-to-month,No,Mailed check,0
CUST-0145,24,98.79701335909316,2381.636020548269,3,Month-to-month,Fiber optic,Credit card (automatic),1
CUST-0146,59,110.32481050951306,6495.803156592775,1,Month-to-month,Fiber optic,Credit card (automatic),1
CUST-0147,32,46.74152784721077,1430.1021405744827,1,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0148,52,101.2390724186151,5179.777436891356,4,Two year,DSL,Mailed check,0
CUST-0149,62,28.24059718619482,1729.1832228150101,4,Two year,DSL,Bank transfer (automatic),0
CUST-0150,58,79.9967858261066,4621.823467177594,1,One year,DSL,Mailed check,0
CUST-0151,52,68.56468653342772,3520.956134992186,1,Month-to-month,DSL,Credit card (automatic),0
CUST-0152,12,74.5923533309,933.1902086527408,2,Month-to-month,No,Bank transfer (automatic),1
CUST-0153,39,112.62052018843451,4371.915705666128,1,One year,No,Electronic check,0
CUST-0154,2,107.13152472468535,164.92935076987294,4,One year,DSL,Mailed check,0
CUST-0155,3,98.5083657239757,283.7233273988439,6,Two year,Fiber optic,Bank transfer (automatic),0
CUST-0156,56,47.3698457678371,2621.1478437738865,2,Two year,No,Credit card (automatic),0
CUST-0157,59,111.18186286860916,6642.078628379402,2,Month-to-month,DSL,Credit card (automatic),1
CUST-0158,2,29.750769246387524,43.73902033663249,1,Month-to-month,No,Credit card (automatic),0
CUST-0159,2,105.33292165587878,164.77893922947817,8,Month-to-month,Fiber optic,Mailed check,1
CUST-0160,54,52.81600723536078,2934.319738485402,1,Month-to-month,DSL,Electronic check,0
CUST-0161,1,25.37723116619834,61.629097465816486,2,Month-to-month,No,Bank transfer (automatic),0
CUST-0162,19,86.93569842407483,1657.093628168088,5,Two year,DSL,Electronic check,1
CUST-0163,2,43.12799283159555,46.4423342234743,2,Two year,DSL,Credit card (automatic),0
CUST-0164,53,44.357112586463195,2389.2538510198474,1,Two year,No,Bank transfer (automatic),0
CUST-0165,44,50.60471662287715,2153.436744888086,0,Two year,DSL,Credit card (automatic),0
CUST-0166,32,26.368476750251673,878.4548750001098,2,Two year,DSL,Mailed check,0
CUST-0167,70,37.7127144198254,2652.3961625330753,1,Two year,Fiber optic,Electronic check,0
CUST-0168,32,20.51396275855603,705.9498049644152,3,One year,DSL,Mailed check,0
CUST-0169,68,64.54095211057869,4270.762368531574,3,Month-to-month,Fiber optic,Electronic check,1
CUST-0170,55,28.42553774179713,1517.3737610802746,2,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0171,56,88.2652605044199,4892.868184637628,1,Month-to-month,DSL,Mailed check,0
CUST-0172,17,43.56228511916484,684.6623779190313,1,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0173,38,114.35741440351771,4366.83261323935,1,Two year,No,Electronic check,0
CUST-0174,24,107.12516273986526,2556.239315251398,7,Month-to-month,DSL,Credit card (automatic),1
CUST-0175,69,48.94408949682082,3333.575791465846,3,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0176,70,98.32154546566787,6827.3558430840185,3,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0177,11,100.32449046648063,1055.5108228879044,6,Month-to-month,Fiber optic,Electronic check,0
CUST-0178,16,118.65631141144104,1941.7902381836755,1,Month-to-month,Fiber optic,Electronic check,1
CUST-0179,59,79.7839986845685,4703.921321364283,0,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0180,70,28.196573464366217,2015.3287093904028,2,Month-to-month,No,Electronic check,0
CUST-0181,3,84.6837228926381,387.28485167655384,4,Month-to-month,DSL,Mailed check,1
CUST-0182,20,82.49797483760352,1649.0665077615924,3,One year,No,Credit card (automatic),0
CUST-0183,59,83.83505774204318,4875.41716997585,1,Month-to-month,DSL,Mailed check,0
CUST-0184,36,50.71456481042115,1818.8728624018852,2,One year,DSL,Electronic check,0
CUST-0185,19,105.96795850803329,2107.3457496648825,4,Month-to-month,DSL,Electronic check,1
CUST-0186,67,115.94721829554119,7822.800756926734,2,Month-to-month,Fiber optic,Mailed check,1
CUST-0187,19,41.771251297815155,761.3521136508546,5,One year,DSL,Bank transfer (automatic),0
CUST-0188,20,28.815215813664445,561.1024966463272,0,Month-to-month,Fiber optic,Electronic check,0
CUST-0189,71,39.45350331684841,2839.949440785312,2,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0190,52,102.05521392557188,5330.849410327926,1,Two year,Fiber optic,Mailed check,0
CUST-0191,33,87.66446348198475,2932.2110640930714,2,One year,DSL,Credit card (automatic),0
CUST-0192,40,83.60473423391267,3332.2372321874154,1,Month-to-month,Fiber optic,Electronic check,1
CUST-0193,39,60.17931351094245,2366.4231744480066,1,Two year,Fiber optic,Bank transfer (automatic),0
CUST-0194,1,77.78279715114357,62.519747433565286,5,Two year,DSL,Credit card (automatic),0
CUST-0195,11,50.78741252743674,628.3331142463619,3,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0196,57,67.72000794179613,3783.725720197197,2,Two year,Fiber optic,Mailed check,0
CUST-0197,50,99.30630283706559,4889.154583396397,6,Two year,Fiber optic,Electronic check,0
CUST-0198,23,118.12415974554621,2681.123248326794,3,Month-to-month,Fiber optic,Electronic check,1
CUST-0199,31,113.24889235898019,3476.79720962395,1,One year,No,Bank transfer (automatic),0
CUST-0200,42,113.38659428462488,4685.910167622007,2,Month-to-month,DSL,Electronic check,0
CUST-0201,7,60.22237348471124,336.2291847650494,6,One year,No,Credit card (automatic),0
CUST-0202,16,66.8789880506791,1123.488908149747,1,One year,Fiber optic,Credit card (automatic),0
CUST-0203,60,90.56353963689816,5425.462309196131,2,Month-to-month,Fiber optic,Electronic check,0
CUST-0204,2,112.21919280512843,212.3049318650646,4,Two year,DSL,Mailed check,0
CUST-0205,1,34.19942593520847,37.014260723858705,3,Two year,Fiber optic,Credit card (automatic),0
CUST-0206,48,50.424186382719576,2500.268401572124,2,Two year,Fiber optic,Mailed check,0
CUST-0207,12,33.924684459410955,412.9112802656548,0,Month-to-month,DSL,Mailed check,1
CUST-0208,69,81.20085299594552,5597.29684617325,5,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0209,37,50.63009968875375,1841.4341084724297,0,Two year,Fiber optic,Electronic check,0
CUST-0210,32,52.61078525125735,1713.4932804362866,2,Month-to-month,Fiber optic,Credit card (automatic),1
CUST-0211,9,27.091595948797924,240.60608106404894,3,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0212,19,54.97960618075919,1127.2184440589501,3,Two year,Fiber optic,Electronic check,1
CUST-0213,48,106.24965074015853,5091.945430732188,3,Month-to-month,No,Electronic check,1
CUST-0214,3,43.3072811890835,180.30429333581597,4,Month-to-month,No,Credit card (automatic),1
CUST-0215,20,89.51874662100657,1754.8216157895063,1,Month-to-month,No,Bank transfer (automatic),0
CUST-0216,24,82.96283449385926,1955.0659062729694,3,Month-to-month,Fiber optic,Electronic check,0
CUST-0217,54,106.34846083691153,5651.477185073642,4,Month-to-month,Fiber optic,Electronic check,1
CUST-0218,33,33.22879476510382,1136.2736582224213,2,Month-to-month,No,Electronic check,0
CUST-0219,24,117.75899603450432,2824.304307481357,1,Month-to-month,Fiber optic,Credit card (automatic),1
CUST-0220,36,78.26286460403655,2849.4412722880375,1,Two year,Fiber optic,Mailed check,0
CUST-0221,38,119.54741523468144,4627.610623345735,2,Month-to-month,Fiber optic,Mailed check,0
CUST-0222,25,111.15147258658509,2736.453412103663,2,One year,Fiber optic,Credit card (automatic),0
CUST-0223,18,42.15172721131058,708.8327693214443,4,Month-to-month,DSL,Mailed check,0
CUST-0224,66,25.61620099033131,1651.3127357314188,2,One year,No,Mailed check,0
CUST-0225,54,45.563909379536156,2355.2765383488077,2,Two year,DSL,Credit card (automatic),0
CUST-0226,35,72.75636489994199,2536.812271450549,1,One year,DSL,Electronic check,1
CUST-0227,61,37.159636706519,2310.9478199433806,1,One year,Fiber optic,Credit card (automatic),0
CUST-0228,41,36.74597445179885,1509.0368082128007,1,Month-to-month,DSL,Electronic check,1
CUST-0229,33,66.25935471051531,2108.0130266646556,4,Month-to-month,Fiber optic,Mailed check,0
CUST-0230,68,23.326797116935843,1568.377971464704,1,Two year,Fiber optic,Electronic check,0
CUST-0231,33,32.188808253227045,1068.489218764084,1,Two year,Fiber optic,Credit card (automatic),0
CUST-0232,14,61.58613394079475,910.3314277696844,4,One year,DSL,Mailed check,1
CUST-0233,21,26.312990920796647,592.3962369848488,2,Two year,Fiber optic,Electronic check,0
CUST-0234,48,59.67550564555293,2847.1502540216356,1,Month-to-month,No,Electronic check,0
CUST-0235,20,67.40062659484451,1330.6501397379625,4,One year,No,Mailed check,0
CUST-0236,8,65.12666140731145,550.7198233042167,1,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0237,7,106.91748574030873,718.7572556260482,3,One year,Fiber optic,Bank transfer (automatic),1
CUST-0238,67,73.00624550517324,4934.18666742961,2,Month-to-month,DSL,Credit card (automatic),0
CUST-0239,17,66.79804624780434,1102.6169981630069,2,Two year,No,Credit card (automatic),0
CUST-0240,33,61.07092453916662,2092.897390208368,2,Two year,No,Bank transfer (automatic),0
CUST-0241,48,101.76233783044862,4896.355843641838,2,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0242,59,109.50566039998331,6362.851677241476,2,One year,Fiber optic,Electronic check,0
CUST-0243,22,105.32424691971175,2349.1554263279063,1,Two year,Fiber optic,Credit card (automatic),0
CUST-0244,30,87.35465781313908,2633.3817804997457,2,Month-to-month,Fiber optic,Electronic check,1
CUST-0245,38,33.73617459686742,1306.2823169482645,1,Month-to-month,Fiber optic,Mailed check,0
CUST-0246,51,47.68699694920122,2544.631342088279,3,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0247,54,24.606306368197743,1315.6767193501394,1,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0248,8,113.08240749901141,827.0358874849101,4,One year,No,Mailed check,0
CUST-0249,27,86.07985296909104,2387.5329132986276,2,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0250,27,94.63628843132415,2466.20169536237,2,Month-to-month,Fiber optic,Electronic check,1
CUST-0251,21,51.15717395822289,1036.9807219509926,3,One year,Fiber optic,Mailed check,0
CUST-0252,30,104.56535222773424,3139.065334945539,2,Two year,Fiber optic,Electronic check,0
CUST-0253,28,45.960328370847854,1241.9517004213349,0,Two year,DSL,Bank transfer (automatic),0
CUST-0254,64,20.16437571124497,1287.3313226486541,1,One year,Fiber optic,Mailed check,0
CUST-0255,69,57.641496252069395,3970.473269857097,4,Month-to-month,No,Mailed check,0
CUST-0256,61,77.07614809590734,4778.436093696701,3,Month-to-month,No,Electronic check,0
CUST-0257,48,67.87048579655226,3136.696529321755,1,Month-to-month,No,Mailed check,0
CUST-0258,19,106.2076142576597,2022.3123743263297,2,One year,DSL,Electronic check,1
CUST-0259,4,30.540528595616692,76.12511606037998,3,Month-to-month,DSL,Electronic check,0
CUST-0260,35,75.38234406337256,2610.25616575392,0,Month-to-month,Fiber optic,Electronic check,1
CUST-0261,64,71.29793498209074,4597.0724733288125,1,Two year,DSL,Electronic check,1
CUST-0262,49,48.1392982172163,2384.7265754423797,3,Month-to-month,No,Electronic check,0
CUST-0263,17,102.22281125770105,1754.9285702125683,1,Two year,Fiber optic,Electronic check,0
CUST-0264,44,95.28486558822063,4129.644516764465,2,Two year,DSL,Electronic check,0
CUST-0265,30,93.2859187331831,2857.886679469093,4,Month-to-month,No,Mailed check,1
CUST-0266,46,107.6192478269556,4906.697863478577,6,Two year,No,Mailed check,0
CUST-0267,6,92.27846006215212,622.9902664387978,4,Month-to-month,Fiber optic,Credit card (automatic),1
CUST-0268,37,43.18412917147265,1565.3422281780202,1,Two year,Fiber optic,Mailed check,0
CUST-0269,24,90.5562711649691,2224.8920995381673,2,Month-to-month,Fiber optic,Electronic check,0
CUST-0270,46,50.77028133898438,2340.519609333655,0,Two year,DSL,Bank transfer (automatic),0
CUST-0271,53,44.21746503474706,2259.8238966037156,3,One year,Fiber optic,Electronic check,0
CUST-0272,60,27.30035928996273,1620.246674991446,1,One year,Fiber optic,Bank transfer (automatic),0
CUST-0273,63,94.40285803476768,6032.49721772453,3,One year,Fiber optic,Mailed check,0
CUST-0274,32,91.10009619498112,2956.375725887706,3,Two year,Fiber optic,Mailed check,0
CUST-0275,33,43.44994776740938,1412.0935716042336,1,Two year,Fiber optic,Mailed check,0
CUST-0276,67,94.93790167241559,6426.022270271932,3,One year,DSL,Credit card (automatic),1
CUST-0277,18,111.78408830935531,2026.2075924837307,3,One year,No,Electronic check,0
CUST-0278,25,30.802895749157926,852.213183568449,1,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0279,54,43.263663838677495,2332.2768695967993,1,Two year,DSL,Bank transfer (automatic),0
CUST-0280,58,95.02607940873155,5496.92013711661,3,One year,DSL,Credit card (automatic),0
CUST-0281,67,47.450667350707825,3228.6031569840757,0,Two year,Fiber optic,Bank transfer (automatic),0
CUST-0282,46,82.46639742837168,3806.0542572131067,1,One year,No,Bank transfer (automatic),0
CUST-0283,24,28.116422446371452,702.6700923255706,1,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0284,32,65.22024791035388,2043.9183850143138,0,Month-to-month,DSL,Credit card (automatic),0
CUST-0285,47,93.9091421992953,4472.289896840119,3,Month-to-month,DSL,Mailed check,0
CUST-0286,23,88.65139430432525,2088.096443179347,5,One year,DSL,Bank transfer (automatic),0
CUST-0287,66,101.50721006758069,6767.0534670033985,3,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0288,27,107.74521266031688,2841.1322022991344,5,One year,DSL,Mailed check,1
CUST-0289,2,97.31835012587582,136.5006169064675,4,Month-to-month,DSL,Credit card (automatic),1
CUST-0290,17,87.15877429389259,1444.3556842843373,7,Month-to-month,DSL,Electronic check,1
CUST-0291,33,23.172249181603114,752.7170473188427,0,Month-to-month,No,Electronic check,0
CUST-0292,9,73.4966673409444,594.8225698263478,2,Month-to-month,DSL,Bank transfer (automatic),0
